0,-0.024521,0.007423,0.003078
0.100000000000001,-0.023456,0.008487,0.003087
0.200000000000003,-0.024521,0.008486,0.003081
0.300000000000004,-0.023457,0.00955,0.00309
0.400000000000006,-0.02346,0.00637,0.004149
0.5,-0.02239,0.007426,0.003091
0.600000000000001,-0.023454,0.005299,0.003079
0.700000000000003,-0.022396,0.007435,0.004157
0.800000000000004,-0.023456,0.008487,0.003087
0.900000000000006,-0.022392,0.010615,0.003099
1,-0.023449,0.00529,0.002012
1.1,-0.022391,0.008489,0.003093
1.2,-0.022396,0.008498,0.00416
1.3,-0.023462,0.009559,0.004157
1.399,-0.024527,0.009557,0.004151
1.49900537109375,-0.023456,0.008487,0.003087
1.599,-0.022379,0.005284,0.000952
1.69900000000001,-0.023455,0.006362,0.003082
1.799,-0.024517,0.010603,0.002019
1.899,-0.024522,0.009548,0.003084
1.999,-0.022391,0.008489,0.003093
2.099,-0.023461,0.007433,0.004151
2.19900000000001,-0.024522,0.009548,0.003084
2.299,-0.023461,0.008496,0.004154
2.399,-0.023456,0.008487,0.003087
2.499,-0.023457,0.010613,0.003092
2.599,-0.023462,0.009559,0.004157
2.69900000000001,-0.024528,0.011683,0.004156
2.799,-0.024521,0.008486,0.003081
2.898,-0.02239,0.006364,0.003088
2.998,-0.023457,0.00955,0.00309
3.09800000000001,-0.025588,0.011672,0.003083
3.198,-0.021318,0.003168,0.002019
3.298,-0.024527,0.009557,0.004151
3.398,-0.025587,0.008484,0.003075
3.498,-0.021324,0.005303,0.003091
3.59800000000001,-0.024526,0.006368,0.004143
3.698,-0.022389,0.005301,0.003085
3.798,-0.023461,0.007433,0.004151
3.898,-0.022389,0.004238,0.003083
3.998,-0.022389,0.005301,0.003085
4.09800000000001,-0.025593,0.010618,0.004147
4.198,-0.02559,0.005304,0.004134
4.298,-0.024521,0.007423,0.003078
4.39700000000001,-0.022399,0.004255,0.005216
4.497,-0.024531,0.006377,0.005209
4.597,-0.026658,0.009553,0.004138
4.697,-0.026659,0.011679,0.004144
4.797,-0.024521,0.008486,0.003081
4.89700000000001,-0.026663,0.008499,0.005202
4.997,-0.024526,0.006368,0.004143
5.097,-0.02559,0.005304,0.004134
5.197,-0.026656,0.005302,0.004128
5.297,-0.024524,0.00318,0.004135
5.39700000000001,-0.026658,0.009553,0.004138
5.497,-0.024519,0.003171,0.003068
5.597,-0.024528,0.001063,0.005196
5.697,-0.025591,0.006367,0.004136
5.797,-0.026662,0.007436,0.0052
5.896,-0.024535,0.003197,0.006268
5.996,-0.023457,-7e-06,0.004133
6.096,-0.025589,0.003178,0.004128
6.19600000000001,-0.025591,0.006367,0.004136
6.29600000000001,-0.025585,0.005295,0.003067
6.396,-0.025596,0.005312,0.005201
6.496,-0.024523,0.001054,0.004129
6.596,-0.023454,0.005299,0.003079
6.69600000000001,-0.02559,0.004241,0.004131
6.79600000000001,-0.024524,0.00318,0.004135
6.896,-0.025596,0.005312,0.005201
6.996,-0.025589,0.003178,0.004128
7.096,-0.023458,0.001056,0.004135
7.19600000000001,-0.023452,0.001047,0.003068
7.29600000000001,-0.026655,0.004239,0.004125
7.395,-0.025585,0.005295,0.003067
7.495,-0.026652,0.008482,0.003069
7.59500000000001,-0.025587,0.008484,0.003075
7.695,-0.025584,0.003169,0.003062
7.795,-0.023459,0.003182,0.004141
7.895,-0.025585,0.005295,0.003067
7.995,-0.025587,0.009547,0.003078
8.09500000000001,-0.025587,0.008484,0.003075
8.195,-0.025584,0.004232,0.003064
8.295,-0.02346,0.005307,0.004146
8.395,-0.025588,0.01061,0.00308
8.495,-0.02452,0.005297,0.003073
8.59500000000001,-0.022398,0.002129,0.005211
8.695,-0.025592,0.008492,0.004142
8.794,-0.026647,0.008473,0.002002
8.89400000000001,-0.02452,0.00636,0.003076
8.994,-0.023453,0.00211,0.003071
9.094,-0.024522,0.009548,0.003084
9.194,-0.023455,0.006362,0.003082
9.294,-0.023455,0.006362,0.003082
9.39400000000001,-0.024527,0.008494,0.004148
9.494,-0.024521,0.007423,0.003078
9.594,-0.024515,0.007414,0.002011
9.694,-0.024528,0.01062,0.004153
9.794,-0.025582,0.010601,0.002013
9.89400000000001,-0.023454,0.004236,0.003076
9.994,-0.024516,0.008477,0.002014
10.094,-0.025593,0.010618,0.004147
10.194,-0.024526,0.007431,0.004145
10.293,-0.022395,0.005309,0.004152
10.393,-0.025583,0.011664,0.002016
